faust_number,isbn,book_title,book_author,isbn_scraped,top10k
50668436,,De tre Bukke Bruse i Badeland,Bjørn F. Rørvik,,5557
50559092,9788778577924.0,Hamster,Georg Gassner,9788778575371,5558
29572070,,Ildvidnet,Lars Kepler,9788743407652_5559,5559
55130442,,Den hundred og et-årige der tænkte at han tænkte for meget,Jonas Jonasson,,5560
48285791,,Manden som elskede Sibirien,"Roy Jacobsen (f. 1954),Anneliese Pitz",9788740662153_5562,5562
47045592,,Karen Klarbæks babybog,,,5563
55116784,,Sigurd fortæller H.C. Andersens eventyr. Bind 2,Sigurd Barrett,,5564
46189604,,A.S.P.E. - sjælehvisker,Mette Finderup,9788771659375_5565,5565
47541913,,Livsfarlig familie,Inge Schützsack Holm,9788793846562,5566
54116209,9788711971758.0,Disney prinsesser,,,5569
39202549,,Hyrden,Eva Maria Fredensborg,9788772383736_5570,5570
52676568,,Betty får en julegave,Alberte Winding,9788702212730_5571,5571
51449355,,Carla & Vilhelm Hansens Rasmus Klump  bliver storebror,Per Sanderhage,9788711917527_5573,5573
48709613,,Louise,Mikaela Bley (f. 1979),9788770365192_5574,5574
27909140,,"Tag det roligt, Sigge",Lin Hallberg,9788702080667_5576,5576
47519365,9788793456631.0,Spøgelseshvisker,Nick Clausen,9788793456624,5578
54062451,,"Den utrolige, men sande historie om dinosaurerne",Guido van Genechten,,5579
46540484,9788726198614.0,Isadora Moon går til ballet,Harriet Muncaster,,5581
52020794,,Blomsterskoven,Rosie Banks,9788762723795_5582,5582
47366887,,Monsterklammeri,"Kalle Güettler,Rakel Helmsdal,Áslaug Jónsdóttir",9788792286826,5584
38990136,,Nordisk socialisme,Pelle Dragsted,,5585
61564276,9788743402053.0,Sølvblomst,Cecilie Eken,9788743402046,5586
50755878,9788711340400.0,De grimme børn,Kim Fupz Aakeson,9788726162851,5587
53472540,,Den svovlgule himmel,Kjell Westö,,5589
28719183,,"A, B, kom og C",Marianne Iben Hansen,,5590
52853516,,Værd at vide om dinosaurer,,,5591
46503988,,Med kærlighed til strik,Dorthe Skappel,,5593
51879856,,Trange tider i Hope River,Patricia Harman,9788763846936_5594,5594
53847781,9788702153941.0,Aprilsnar Sigge,Lin Hallberg,9788702061406_5595,5595
53875025,9788702250930.0,Morrigan Crows magiske prøvelser,Jessica Townsend,9788702250923_5596,5596
48876862,9788726690699.0,Kronprinsesse Mary fortæller til Anne Wolden-Ræthinge,,,5597
47679982,,Min kæle-T-rex,Fabi Santiago,,5598
52489253,,Fantastiske bygninger - byg og konstruer med Minecraft,Kirsten Kearney,,5599
50507327,,Jeppes lampe,Barbro Lindgren,9788702151480,5600
54547269,9788792860873.0,Dragens offer,Josefine Ottesen,,5601
48144136,9788726513950.0,5 minutter i påske,,,5602
62865415,,Solskinsdage og sommervind,Carole Matthews,9788772388236_5603,5603
51538722,,Færdig med Eddy Bellegueule,Édouard Louis,9788702371994_5604,5604
51229460,,Tiberius Tudefjæs og Skrid-Elvis,Renée Toft Simonsen,,5606
53437982,,Tilbage til Mandalay,Rosanna Ley,,5607
61396918,,Iskold tåge,Robert Bryndza,9788742605141_5608,5608
47583179,9788726256307.0,Troldeeventyret,,,5609
52410827,,Moderne genbrug,Tina Benfeldt Levring,,5610
61822755,9788727000961.0,Kaptajn Underhyler i farver og Tippe Tissetrusses titaniske trusler,Dav Pilkey,9788711985168_5611,5611
45930041,9788726122862.0,Kommissæren der havde en fortid,Niels Martinov,,5612
28698976,,Tor på bas,Helle Dyhr Fauerholdt,,5614
53414176,,Nordic - dansk børnestrik,Trine Frank Påskesen,9788740616842_5615,5615
61721924,,"Fantus - godnat, Fantus!",,,5616
53429165,,Mumi leder efter mumrikken,,,5617
52253853,9788763842945.0,Fifty shades of Grey fortalt af Christian,E. L. James,,5618
52616336,,Tit er jeg glad,Jens Christian Grøndahl,,5619
46516583,,Snesøstre - krystalrosen,Astrid Foss,,5620
54589441,,Ud af diabetes 2,Anette Sams,9788702250145_5621,5621
53696252,,Skolen med magiske dyr - buldermørke!,Margit Auer,9788772057200_5622,5622
48432085,,Himlens helte,Danielle Steel,,5623
51735714,,Anemone - hemmeligheder og hvide løgne,Lene Møller Jørgensen,,5624
53408028,,Vokseværk,Susie Haumann,,5625
46409183,,Køreklar,"Mogens Stjernqvist,Lars-Christian Borg",,5626
39270587,,Pigen med glimmer på,Channing Tatum (f. 1980-04-26),9788727012070,5627
53574580,,Jo i tv,Gry Kappel Jensen,9788740617122,5629
25290054,,Bo så en ko,,,5631
52869242,,Alt om at være pige - mens alle andre kysser,Camilla Wandahl,,5632
53245943,,Historien om rummet,"Catherine Barr,Steve Williams",,5633
135768596,,Brylluppet på øen,Jenny Colgan (f. 1972),9788702346220_5634,5634
48718078,,Rosa hos tandlægen,Anna-Karin Garhamn,,5635
52401755,,Det litterære apotek,Nina George,,5636
54769571,9788726093230.0,Nyt forår,Danielle Steel,,5637
29029156,9788764505351.0,Det tredje tegn,Yrsa Sigurðardóttir,,5638
53504175,,Lotte vil ikke i bad,Alexander Steffensmeier,,5639
52128935,,Det hun glemte,Liane Moriarty,,5640
29205140,,Pigen med sne i håret,Ninni Schulman,9788772391199,5642
48718124,,"Ad, hvor ulækkert!",Anna Hansson,,5645
51416287,9788702168112.0,Snøvsen og Snøvsine,Benny Andersen (f. 1929),,5646
48711693,9788770188722.0,Farlige dyr,Per Straarup Søndergaard,9788775498918,5647
61730931,9788794289009.0,Kvinder der mister sig selv,Nicole Albæk (f. 1971),9788794049757,5648
47582822,9788726211726.0,Brølets kraft,,,5649
27662439,,Babysitter,,,5650
47754216,9788763864886.0,Det tomme hus,Rosamunde Pilcher,,5651
47468779,,Lauras første trafikbog,Liane Schneider,,5652
29978891,,Politi,Jo Nesbø,9788771461305,5653
46365372,,1001 ting at finde - i prinsesseland,,,5654
51435044,,Lotte på potte,Kirsten Ahlburg,,5655
61650679,,Star Girl - Star Girls kæreste,Nicole Boyle Rødtnes,9788741523460_5656,5656
29995451,,En hæl til Puk,Helle Dyhr Fauerholdt,9788702252750,5657
48047181,9788702281255.0,Spillet,Elle Kennedy,9788702281248_5658,5658
47364698,9788726078947.0,Disney's Vilde Rolf,,,5659
47785294,,Elefant,Sebastian Klein,,5661
48929354,,Stephanie,Stephanie Siguenza van-der Watt,9788702296204,5662
54315805,,Den lille onde bog,Magnus Myst,9788762730045,5663
38755129,,Kampklar,,,5664
62961589,,Anton & farmor i det vilde vesten,Thomas Brunstrøm,9788727000800_5665,5665
47115493,,Begynderheld,Kate Clayborn,9788702295122,5666
38528947,,Gøjen & Pildskadden kører om kap,Kim Langer,9788711983058,5667
53865666,9788771650808.0,Vildheks. 5,Lene Kaaberbøl,,5668
28838654,,Kaj og Andrea rejser ud i verden,"Sille Funder,Katrine Hauch-Fausbøll",,5669
28913141,9788711426609.0,Hundrede år,Herbjørg Wassmo,9788711917084,5671
53731783,,Spejle og skygger,Nora Roberts,,5672
134775815,,Gaven i Cockleberry Bay,Nicola May,9788772390802_5673,5673
27426182,,Lær klokken med Laura,,,5674
48967213,,Dit livs handel,Fredrik Backman,9788772007069_5675,5675
51230892,,Fra hjertet,Patricia Harman,,5677
54216564,,Babymad,"Søren Ejlersen,Kirsten Mikkelsen Ravnbøl",,5678
52820464,,Mere grønt,"Suzy Wengel,Ida Holm",,5679
54233906,9788711962220.0,Disneys Rapunzel,,,5680
62812028,,Je m'appelle Agneta,Emma Hamberg,9788794008662_5681,5681
52937248,9788711627624.0,Calendar girl. 4,Audrey Carlan,,5683
54953216,,Helens bog om børn & mad,Helen Lyng Hansen,9788712064527_5684,5684
46257014,,Hævneren,Jan-Erik Fjell (f. 1982),,5686
38621106,,Pigerne uden navn,Mikaela Bley (f. 1979),9788772381114_5687,5687
50973174,9788763835282.0,Veronika lyder som harmonika,Rebecca Bach-Lauritsen,9788763819909,5688
39044994,,De kompetente,Klas Ekman (f. 1975),,5689
134462302,,Medgift,Lotte Garbers,9788772386911_5690,5690
52098173,,Hjernesmart pædagogik,Anette Prehn,9788771601770_5691,5691
29890404,9788711374344.0,Karlas kabale,Renée Toft Simonsen,9788740055788_5693,5693
38718444,,Tiger,Sebastian Klein,,5694
29144478,,All you knit is love,Susie Haumann,,5695
53016855,,En modig begyndelse,Suzanne Francis,,5696
61370994,,Den bedste start på livet,Sofie Münster,9788740051186_5697,5697
47955092,,Uortodoks,Deborah Feldman (f. 1986),9788774674221,5698
62098384,,Korpsånd,Lee Child,9788742605257_5699,5699
134565209,,65 dage i Ukraine,Rasmus Tantholdt (f. 1973),9788793982550,5700
28971214,,Lili børster tænder,Kim Fupz Aakeson,,5701
51339762,9788771624649.0,Putin,Masha Gessen,,5702
54189192,,"Fi, en fe",Helle Dyhr Fauerholdt,,5703
61368418,9788726945263.0,Churchill - statsmand og myte,J. Sevaldsen,,5705
29974861,,Og bjergene gav genlyd,Khaled Hosseini,9788763829243_5706,5706
48866662,9788741514345.0,Gurli Gris - havfruefesten,,,5709
39510022,,Karen begynder næsten i skole,Karen Vad Bruun,,5710
53245676,,En ufo,Kirsten Ahlburg,9788793592186,5712
48692273,,Mistænkt,Fiona Barton,,5713
50585875,,Tiberius Tudefjæs går ikke med piger,Renée Toft Simonsen,,5715
47080223,,Den sorte enkes by,Nicole Boyle Rødtnes,9788741506074_5716,5716
47430518,,Lasse og traktoren,Johan Anderblad,,5717
134559438,,Peg og find med den kæmpestore pære,Jakob Martin Strid,9788702381405_5718,5718
52937272,9788711641576.0,Calendar girl. 5,Audrey Carlan,9788711913529_5719,5719
52063523,,Den fæle frø,Randi Solvang,,5721
29975582,9788702154085.0,Torsdage med Sigge,Lin Hallberg,9788702042443_5722,5722
62282088,,Mors dag,Nele Neuhaus,,5723
47785065,,Næsehorn,Sebastian Klein,9788711566589_5724,5724
47346207,,Alt om fartøjer,Mack (f. 1960-03-16),,5725
134294418,,Vovserne redder venskabsdagen,,,5726
61894756,,Den sorte viking,Bergsveinn Birgisson,9788702263923_5727,5727
53597424,9788711877821.0,Havets døtre,Hanne Faldborg,,5728
62660929,,Otto og Louise,Hanne Richardt Beck,,5729
53113877,,BFF - vild med Vilde,Line Leonhardt,,5731
51884221,,Miks bod,Maria Rørbæk,9788702178418,5732
47052432,,Strik til dig selv,Stina Tiselius,,5734
28836090,9788702093759.0,Bennys badekar,Flemming Quist Møller,9788700034426_5736,5736
39425823,,Ved Babylons floder,Malene Klein (f. 1988),,5737
39585618,,Giftmagersken,Sarah Penner,9788771919455_5738,5738
62264608,,Det år sjæle slår smut,Jesper Wung-Sung,9788702348460_5739,5739
135928224,,Fortabe sig,Annie Ernaux,9788712072706_5740,5740
54979193,,Kærester?,Puk Krogsøe,,5741
48549438,9788771716993.0,Når voksne leger III,Anne Rosengård,9788771716993,5742
47254345,,En løve i zebraklæder,Mattias Hundebøll,9788727021317,5744
62194529,,Datter af dybet,Rick Riordan,9788727000817,5745
39546191,,Pige A,Abigail Dean,,5747
51843924,9788771073447.0,Dødsshowet,Chris Carter,9788776773434_5748,5748
29566011,9788711415054.0,Sidste nat i Twisted River,John Irving,,5751
53472788,9788740041033.0,Må vi så få ro!,Lola Jensen (f. 1956),9788740037272,5752
53364373,,Det usagte,Pernille Juhl (f. 1963),9788799885046_5753,5753
29094284,9788792685254.0,Fru Marie Grubbe,J. P. Jacobsen (f. 1847),9781507761670,5754
53526071,,Super-Charlie og bamsetyven,Camilla Läckberg,,5756
53501680,,Den blå tråd,Anne Tyler,,5757
52448255,,Kat,"Grete Sonne (f. 1948),Leif Schack-Nielsen",9788702210927,5758
51743083,9788711448731.0,50 Cabrioleter,Steen Bachmann,,5759
62246774,,Forvitring,Johan Theorin,9788770076036,5760
47252091,,Gravpladsen,Simon Kernick,,5761
39065746,,Meningen med livet,Anders Kofoed,9788711986035,5762
47706742,,Piratbarn har ikke længere brug for sin sut,Annette Herzog,,5763
52263344,9788711583005.0,Drengen som var verdens bedste fodboldspiller,Søren Anker Madsen,,5766
52721229,,Musetrin og troldetramp,Lotte Salling,9788711563014_5769,5769
53381278,,Laura sover hos Julie,Liane Schneider,,5770
51087542,,Mik får sne,Maria Rørbæk,9788702299526,5772
52991269,,Naturhaven,"Lars Brøndum,Lilli Gruwier (f. 1985),Katrine Grace Turner",9788740607543,5773
61851445,,Naturen kalder,"Sebastian Klein,Anders Kofoed",9788711998229_5774,5774
26912245,,Den brændende borg,Peter Gotthardt,,5776
47717175,,Kan ham der den høje ikke lige sætte sig ned?,Jacob Wendt Jensen,,5777
48622402,,Buldretrolden,Barbara van den Speulhof,,5778
53116353,,Jeppe laver en mur,Jørn Jensen (f. 1946),9788777198380,5779
48351115,,Otto vågner,Micaela Annas,9788740661170,5780
53574076,,Gurli får en gris,Marie Duedahl,,5782
27417973,,Ligge i grønne enge,Anne B. Ragde,9788763841009,5784
48381154,,Når det er slut,Clare Mackintosh,9788794008143_5785,5785
38803085,,Kære Edward,Ann Napolitano,9788702303414,5786
62947527,9788743403197.0,Lydbogen der ikke ville slutte. Del 2,David Sundin,,5787
47883156,,Ka'meler grine?,Lotte Salling,9788799636563,5788
38753029,,Fangst,Martin Jensen (f. 1946),9788772046259,5789
38759507,,1794,Niklas Natt och Dag (f. 1979),,5790
134595043,,"Sy, sy, sy",Johanne Kohlmetz,9788773390283_5791,5791
47286026,,Alting sker på en gang,Kristoffer Zøllner,,5792
53017347,,Glimmerfuglen,Rosie Banks,,5794
51224523,,"Nej jeg vil ej, sagde krokodillebarnet",Maria Rørbæk,,5796
54660642,9788726068498.0,Morderen i skriftestolen,William X. Kienzle,,5797
38714503,,Alt er mit,Ruth Lillegraven (f. 1978),9788773390207,5798
27549578,,Må jeg kigge i din ble?,Guido van Genechten,,5799
46455479,,Bilture i Danmark,Jørgen Hansen (f. 1951-05-06),9788775370276,5800
46991486,9788723541567.0,Heste,Cecilie Bogh,,5801
62475897,,Sådan dyrker man sin egen enhjørning,Rachel Morrisroe,,5802
54123485,,Kvinden i vinduet,A. J. Finn,9788711902356,5803
39121603,,Må No få is?,Marie Duedahl,9788723551153,5805
54516428,,Angreb fra himlen,Bjarke Schjødt Larsen,,5806
51518209,,LCHF året rundt,Jane Faerber,9788740017588_5807,5807
53474632,,Ulveungen Urds uhyggelige halloween,Stine Josefine Dige,9788793281660,5808
48874134,,Styrk dit immunforsvar,"Pia Norup,Tine Jørgensen (f. 1991)",,5809
38526952,9788726576962.0,Hurlumhej og højt humør,,,5810
54256663,,Ea 3.a - stop nu!,Puk Krogsøe,,5812
52971659,,Hjemløs,Jakob Knudsen (f. 1969),9788770366113_5813,5813
29834458,9788758813530.0,Født ved midnat,C. C. Hunter,,5815
48226256,9788702298666.0,Pesten,Albert Camus,9788702120011,5816
29697469,,Mi og Mo i det dybe hav,Helle Dyhr Fauerholdt,,5818
27868673,,Børnene,Ida Jessen (f. 1964),,5819
28229976,,Turen går til Syd- og Sønderjylland,Niels Damkjær,,5820
52440424,9788771830415.0,Enders strategi,Orson Scott Card,9788771830422,5822
46263073,,Dinosaurleksikon for de yngste,,,5823
52271908,9788702191578.0,Morgenvandrerens rejse,C. S. Lewis,9788702177916_5824,5824
52021294,,Max ser en and,Marie Duedahl,9788740659047,5825
50637352,,En overlevelsesguide for børn med autisme-spektrum-forstyrrelser,"Elizabeth Verdick,Elizabeth Reeve",9788771181340,5826
6293298,,Tante Andante,,,5827
48647936,,Max Crumblys uheldige eventyr - helten i skabet,Rachel Renée Russell,9788741510064_5829,5829
28670427,,Kamma,Maria Helleberg,9788763823340,5830
28902433,,En dag i børnehaven Krudthuset,Louise Langhoff Koch,9788702111507_5833,5833
28280041,,Ji,Camilla Wandahl,9788763814522,5834
48913075,,7 nye måder,Jamie Oliver,,5836
47598672,,Lev stærkt - dø smukt,Mette Bording Nybo (f. 1974),9788712059684,5837
51935535,,Seks år,Harlan Coben,9788712054818,5838
52207398,9788711571286.0,Kunsten at handle klogt,Rolf Dobelli,,5840
47811384,,En grib på himlen,Nicole Boyle Rødtnes,9788741510385,5841
53196489,,Ib ser en frø,Marie Duedahl,9788740614954,5842
53699677,9788711921081.0,Black notice. 3,Lotte Petri,9788711921081,5845
53580106,9788771771695.0,Vendetta. Bind 1,Jan Guillou,9788771771695,5846
52762758,9788711514610.0,Fruen på Mellyn,Victoria Holt,,5847
52491770,,Drømmetyderens død,A. J. Kazinski,,5850
51162617,,De tre Bukke Bruse,Birde Poulsen (f. 1953),,5851
46913493,,Kasper og Sofie leger teater,Tor Åge Bringsværd,9788740655568_5853,5853
38633716,9788726726022.0,Juleklar,,,5854
53071872,9788702131130.0,Vitello skal have en papfar,,,5855
27933017,9788702077230.0,7 gode vaner,Stephen R. Covey,9788702154962_5856,5856
46294815,,Snaren,Lilja Sigurðardóttir (f. 1972),,5858
52874122,,Mø er vild med jul,Marie Duedahl,,5859
47206146,,Oppe i gardinerne og andre sjove rim for de mindste,,,5860
29960771,,Ris og Ras i den ny sne,Helle Dyhr Fauerholdt,9788702284683,5861
51900715,,Smukke-Jan,Lars Kjædegaard,,5862
51833546,9788702176261.0,Det lille hus ved floden,Laura Ingalls Wilder,9788702044768_5865,5865
53331890,9788758828176.0,"Er du okay, Marie?",Anika Eibe,9788758820354,5866
52203244,,Kobberhandsken,"Holly Black,Cassandra Clare",9788771054316_5868,5868
62038411,,Frie oplevelser,Shahrnsh Prs'pr,,5869
135439975,,Slangereden,"Pernille Plaetner,Marianne Schjøtt Rohweder",9788773391709,5870
48165087,,Æggedreng,Lars Daneskov,9788763865753,5871
62215704,9788728128169.0,Danmarks giftige dyr,Sebastian Klein,9788727002477_5872,5872
135877913,9788702339086.0,Hændelser ved vand,Kerstin Ekman,9788763863667_5873,5873
38573837,,Drengen med fornemmelse for dinosaurer,Joakim Engel,9788702307030,5874
48289878,9788758840796.0,Elg skriver en bog,Katja L. Berger,,5875
53708692,,Ninja Niller for fuld blæs,Rune Fleischer,9788726023435,5876
48309585,,Som Sørine læser Bibelen,Sørine Gotfredsen,9788775239887,5877
51144104,,Vax er en helt,"Sanne Haugaard,Pia Aagesen",9788711915325,5878
62462906,,Tatovøren,Lotte Petri,,5880
52937302,9788711641590.0,Calendar girl. 7,Audrey Carlan,9788711659236,5881
48289835,9788758840161.0,Skæbnens kys,J. R. Ward,,5883
38202863,,Lasse og ambulancen,Johan Anderblad,9788772241975,5885
28939868,,Den sidste dommer,Lars Kjædegaard,9788702331783_5887,5887
53511198,,Alt om at være pige - når alt føles som teater,Camilla Wandahl,9788763844949_5888,5888
46210689,,En farlig handel,Meredith Duran,9788763860635,5889
61539077,9788758845302.0,Érotique - Udvælgelsen,Mette Julin,9788758843353,5890
135482471,,Impulskøbet,Veronica Henry,9788702376821_5891,5891
134887842,,Mathilde & Andreas,Pernille Juhl (f. 1963),9788775930463_5892,5892
52705622,,Pokémon Go,,,5893
62099305,,Hvor er Babysmølf?,,,5894
38892525,,Spøgelser,Dolly Alderton,9788740069426,5895
52969670,,Drømmestenen,Gunvor Ganer Krejberg,,5896
28919425,,Tor har ræs på!,Helle Dyhr Fauerholdt,9788702338744,5897
47922232,,Dybt at falde,Danielle Steel,,5898
62744146,9788758848587.0,Klovn 2,,,5899
52758912,9788711687239.0,For evigt og altid,Danielle Steel,,5902
52297869,,Elleve dage i Berlin,Håkan Nesser,9788771465105_5904,5904
54175035,,En død russer,Nis Jakob,9788792970985,5905
51326938,,Den farveløse Tsukuru Tazakis pilgrimsår,Haruki Murakami,,5906
52851807,,Alle tre smider sutten,Maria Nilsson Thore,,5907
46489659,,22 ture i København som du skal på,Morten Lander Andersen (f. 1972),,5908
62334703,9788775920006.0,Isen,John Kåre Raake,9788775920006,5910
29231230,9788770898683.0,Troldepus i skoven,Dines Skafte Jespersen,9788771623093,5911
48330657,,T-rex,Per Østergaard (f. 1950),,5912
51384423,,Far og Hasan i Bilka,Marie Duedahl,,5913
38369695,9788758840208.0,Throne of glass - skyggernes dronning,Sarah J. Maas,9788758838618,5914
54631774,9788702270648.0,Jeg elsker mig,David R. Hamilton,,5919
61882294,,Må jeg kigge i din potte?,Guido van Genechten,9788740674583,5920
39537338,,Rig på tid - med en kortere arbejdsuge og klimavenlige vaner,Nanna Hyldgaard Hansen,9788772383163,5922
51940326,9788771749113.0,De 5 har det fedt,Enid Blyton,9788771749113,5923
53944000,,Bådens navn,Kim Fupz Aakeson,9788702260366,5924
46474619,,Stenfjæs siger stop,Lars Daneskov,,5925
50862348,,Whiskey Beach,Nora Roberts,9788702215311,5926
47303184,,Den rustne verden - motorhjerte,Adam O.,9788763864374_5927,5927
52398452,,Gry får en pony,Birgitte Bregnedal,,5928
20846992,,Kaj har fine støvler,Mats Letén,9788700209923_5930,5930
46384512,,Pigen i tågen,Donato Carrisi,9788772001951_5931,5931
27702961,,Turen går til Nordjylland,Lis Fisker,,5934
38528904,,Gøjen & Pildskadden leger gemmeleg,Kim Langer,9788711983041,5935
53945821,,Carl er gul,Ida Jessen (f. 1964),9788763853552_5938,5938
47248655,,Dragerne vågner,Angie Sage,9788741508146,5939
135192147,,Tab dig sundere med anti-inflammatorisk kost,"Martin Kreutzer,Simon Weisdorf",9788793867581,5940
51317114,,Hans og Grete,"J. L. K. Grimm,W. K. Grimm",,5942
61578048,,Skudsikker,Lee Child,9788742605004_5943,5943
54215096,,Min mor plejede at sige,Lori Nelson Spielman,9788770365239,5945
47754259,9788763864893.0,Sidst på sommeren,Rosamunde Pilcher,,5946
28392893,,Skæg med bogstaver,Niki Vraast-Thomsen,,5948
46307402,,Ninja Niller på spil,Rune Fleischer,9788728459676,5950
51568923,,Mine 100 ting,Lucy Dillon,9788771162929,5951
48051774,,Karate kid,,,5955
50673162,,Ditte & Lady,Ina Bruhn,9788763830836_5956,5956
61638539,9788758846545.0,John lufter hunde,Jacob Ley,9788758843155,5957
46505921,9788726181715.0,Rasmus Klump i Pingonesien,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)",,5958
54700415,,Kasper og Sofie får en cykel,Tor Åge Bringsværd,9788740655568_5959,5959
29389845,9788711395585.0,Hvem slukkede lyset?,Anders Morgenthaler,,5961
134448199,,Alt i en,Jamie Oliver,9788727011172_5962,5962
52989329,,En so på en so,Helle Dyhr Fauerholdt,,5963
53793754,,Liva får en grim bror,Marie Duedahl,,5964
47236908,,Held i uheld,Kate Clayborn,9788702281095,5966
46687884,,Ella & Noa - hopper i fra kanten,Mattias Edvardsson (f. 1977),9788740655247,5968
48539637,,Jane Goodall,Isabel Sánchez Vegara,,5969
50754316,,Askepot,,,5970
48358209,9788726565553.0,Den plantebaserede kost,,,5971
53022200,9788771074390.0,Mordoffer,Chris Carter,9788742601792_5974,5974
48039448,9788726223491.0,Rasmus Klump redder julen,Kim Langer,9788711912119,5975
29405980,,Hvor er den lille enhjørning?,Ulla Bartl,,5976
39323648,,"Rød lastbil, gul lastbil",Michelle Robinson,9788740666748,5978
46984099,,Panda Tju i skole,Neil Gaiman,9788763864657,5979
54191413,9788702255706.0,Troldmanden,Line Kyed Knudsen,9788702232356_5980,5980
39091925,,Pigen på broen,Cecilia Samartin,,5981
54998139,,Alting har en ende,Michael Bundesen,,5982
62374071,,Skoleklar,,,5983
61867767,,Express opstrammer,Anna Bogdanova,,5984
61698825,,Det nye rige,Wilbur A. Smith,,5985
135219835,,Tilgiv aldrig,Trude Teige,9788772390772_5986,5986
52978742,,Da Felix blev stor,Jan Lööf,,5987
52562880,,An får en kat,Kirsten Ahlburg,9788740611199,5988
61701117,9788726759402.0,Bumles helt vilde historier,,,5990
29512396,,Pigen i Satans mose,"Lotte Hammer,Søren Hammer",,5992
52616522,,Kanin på tur,Randi Solvang,,5993
53982832,,Skyggebarn,Anna Jansson,9788772001982_5994,5994
52338360,9788711490747.0,Rovfuglene,Wilbur A. Smith,,5995
47442435,9788726354324.0,Så gå dog fra ham!,Luna Munk,,5997
28838042,9788770536226.0,Supernova,Anders Johansen (f. 1953),9788773947708_6000,6000
47317975,,Kroppen,Bill Bryson,9788702291018,6001
53772617,,Nini og Tarok,Karin Erbo Jensen,,6002
53053351,,Mord og kærlighed,Nora Roberts,9788771910988_6004,6004
54169795,,Liv og Emma holder fødselsdag,Line Kyed Knudsen,9788711568965,6005
53381162,,Laura skal ud at flyve,Liane Schneider,9788772053615_6006,6006
48231551,,Aamanns grønne køkken,Adam Aamann-Christensen,9788740038118_6007,6007
54660685,9788792789501.0,Robotten kan skide!,Morten Dürr,9788792789648_6008,6008
55107211,,Sangkuffert - hæklerier til børnesange,Pia Iskov Meulengracht,,6009
53274919,9788711807439.0,Bossman,Vi Keeland,9788711996898_6010,6010
61691995,,"Svend Brinkmann fortæller om livet, døden og jagten på sandheden",Svend Brinkmann,9788727000268_6011,6011
50789748,,"Knud, den store",Hanne-Vibeke Holst,9788702168365_6012,6012
29431094,,Rasmus Klump hjælper Pips,Per Sanderhage,9788727099620_6014,6014
51397207,,Luftspejling 38,Kjell Westö,9788793209039,6017
53431941,9788711773895.0,Fodbold,Jørn Jensen (f. 1946),9788777197604,6018
46158512,,De 5 og spionerne,Enid Blyton,9788711903704_6019,6019
39160226,,En hæderlig mand,David Baldacci,,6020
48263143,9788726367928.0,Mine første godnathistorier,,,6021
29577390,,Lili går tur,Kim Fupz Aakeson,9788702132649_6022,6022
135622885,,Forræderen,Jørn Lier Horst,9788770077767_6023,6023
54952155,,Intet mellemnavn,Lee Child,9788742600320_6026,6026
53066372,,Lotte er jo sådan en glad pige,Astrid Lindgren,9788702238839,6028
28438125,,Ulven,Katrine Marie Guldager,,6029
46296214,9788770302487.0,Troldepus og Pussi ved stranden,Dines Skafte Jespersen,9788770302487,6030
39525518,,Bullers første ord,Mervi Lindman,9788793723634,6032
53073476,,Tøsne og forsytia,Thomas Bredsdorff,9788702232493,6033
39609339,,En blodig weekend,"Thomas Brunstrøm,Sophie Souid",9788711998250_6034,6034
52286816,,Det forsvundne barn,Elena Ferrante,,6035
28506449,,Asta og det glemte gravsted,Trine Bundsgaard,9788702298284,6036
46093674,,Mulm og mørke,Annette Danielsen,9788793252417_6037,6037
47096642,,Frit fald,Jessica Barry,,6038
38873962,,Jeg hedder Folkví,Maria Hesselager,,6039
28962452,9788711406243.0,Dostojevskijs sidste rejse,Leif Davidsen,9788711321911_6040,6040
61636013,,Tyggegummidamen og andre historier,"Frida Brygmann,Thomas Korsgaard (f. 1995)",9788728293225,6041
53791336,9788711714690.0,Den fuldkomne kærlighed,Elizabeth Buchan,,6043
54810504,,Lotte keder sig,Alexander Steffensmeier,,6044
39229714,,Dogzombies styrer (lidt endnu),Liz Pichon,,6045
46519922,,111 steder i Aarhus som du skal se,"Lena Bendt,Peter Vestergaard (f. 1959)",9788772160764,6046
54243413,,Puslevenner,Mie Møller Nielsen (f. 1988),,6047
55153361,,Op og nå,Kirsten Ahlburg,,6048
51886860,,En sms fra Pi,Marie Duedahl,9788740618969,6051
46202945,,Pigen de sendte tilbage,Donatella Di Pietrantonio (f. 1963),9788740046250,6052
52550831,,Karnevallet,Rosie Banks,9788762723832_6053,6053
52613612,,Den inderste fare. Bind 1,Birgithe Kosovic´,,6054
54215967,,Tre sekunder,"Anders Roslund,Börge Hellström",9788771469332_6055,6055
51487958,,Puk og Siv ser en nar,Helle Dyhr Fauerholdt,9788702168839,6057
46702239,,Fancy Nancy Clancy - mine fineste ting,Krista Tucker,,6058
47672287,,Team Gamer - bootcamp,Natasja Erbillor,9788772146034,6059
48616887,,Sommeren 1969,Elin Hilderbrand,,6061
53110010,,Fodbold & finter - ny på holdet,Birgitte Bregnedal,9788702227482,6062
47602904,9788702297362.0,Fri os fra kærligheden,Suzanne Brøgger,9788702291902,6064
46559487,,Isdronningen,Meredith Duran,9788763860659,6066
46276418,,Rød tåge,David Garmark (f. 1972),9788771713886_6067,6067
